/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_31_748.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_31_748.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_31_748.jpg, 0, 0, 0, 7.874855E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_31_853.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_31_853.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_31_853.jpg, 0, 0, 0, 7.764409E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_31_957.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_31_957.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_31_957.jpg, 0, 0, 0, 7.838741E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_059.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_059.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_059.jpg, 0, 0, 0, 7.822677E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_166.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_166.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_166.jpg, 0, 0, 0, 7.779482E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_269.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_269.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_269.jpg, 0, 0, 0, 7.852152E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_371.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_371.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_371.jpg, 0, 0, 0, 7.804755E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_477.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_477.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_477.jpg, 0, 0, 0, 7.881688E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_584.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_584.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_584.jpg, 0, 0, 0, 7.77828E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_689.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_689.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_689.jpg, 0, 0, 0, 7.790123E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_882.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_882.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_882.jpg, 0, 0, 0, 7.92808E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_32_981.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_32_981.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_32_981.jpg, 0, 0, 0, 7.789123E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_33_084.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_33_084.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_33_084.jpg, 0, 0, 0, 7.787545E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_33_215.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_33_215.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_33_215.jpg, 0, 0, 0, 7.859656E-05
/Users/nimesh/Desktop/Udacity Training Data/IMG/center_2019_05_09_19_40_33_321.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/left_2019_05_09_19_40_33_321.jpg, /Users/nimesh/Desktop/Udacity Training Data/IMG/right_2019_05_09_19_40_33_321.jpg, 0, 0, 0, 7.804166E-05
